date,type,strike,spot,entry_premium,exit_premium,pnl,delta,iv,dte
2020-11-23,BUY_PE_GAMMA,60500,60525.0,1804.88,2946.38,1026832.26,-0.482,53.7,5
2020-11-27,BUY_PE_GAMMA,59000,58984.0,1692.94,543.19,-317705.16,-0.487,51.0,5
2020-12-01,BUY_CE_GAMMA,62000,62200.0,3314.22,5948.63,2370058.06,0.534,55.4,14
2020-12-04,BUY_PE_GAMMA,62500,62300.0,1997.49,2878.31,792170.28,-0.501,36.6,11
2020-12-07,BUY_CE_GAMMA,65500,65499.0,1879.61,3244.29,1227669.62,0.514,40.6,8
2020-12-09,BUY_PE_GAMMA,63500,63499.0,1654.97,2641.48,887380.94,-0.487,42.5,6
2020-12-15,BUY_CE_GAMMA,65000,64853.0,1487.89,2337.91,764582.1,0.497,42.9,5
2020-12-16,BUY_CE_GAMMA,66000,65911.0,1541.77,1999.11,411155.6,0.503,43.0,5
2020-12-17,BUY_CE_GAMMA,68500,68267.0,1587.46,2568.57,882543.19,0.49,44.4,5
2020-12-21,BUY_PE_GAMMA,69000,69018.0,1622.52,486.76,-422972.98,-0.486,42.2,5
2020-12-29,BUY_PE_GAMMA,68000,68077.0,2842.11,3207.72,328266.09,-0.473,45.3,14
2021-01-04,BUY_CE_GAMMA,70000,70036.0,2437.11,3540.59,992446.98,0.519,41.7,11
2021-01-06,BUY_PE_GAMMA,69500,69417.0,1982.9,2501.75,466406.38,-0.492,37.2,9
2021-01-08,BUY_PE_GAMMA,64000,63918.0,2433.6,4799.6,2128712.34,-0.486,56.5,7
2021-01-12,BUY_CE_GAMMA,66000,65906.0,2082.17,2361.73,251013.27,0.509,57.7,5
2021-01-13,BUY_PE_GAMMA,66000,66021.0,2089.82,751.52,-479131.06,-0.482,56.9,5
2021-01-14,BUY_CE_GAMMA,66500,66525.0,2114.12,3512.54,1257982.18,0.517,56.5,5
2021-01-15,BUY_PE_GAMMA,65000,64915.0,2038.01,2662.74,561682.71,-0.491,54.9,5
2021-01-20,BUY_CE_GAMMA,67000,66990.0,1985.72,3058.21,964676.19,0.514,53.1,5
2021-01-25,BUY_PE_GAMMA,66500,66535.0,1911.9,737.39,-513709.21,-0.482,51.8,5
